WKT,Highway
"LINESTRING (-8.679654 38.581703,-8.663654 38.589403,-8.606656 38.667708,-8.606657 38.68021)",Primary Route
"LINESTRING (-8.988171 38.967013,-8.980171 38.961713,-8.965672 38.951012,-8.871369 38.918514,-8.844668 38.907515,-8.766665 38.849514,-8.734364 38.836914,-8.660661 38.746411,-8.61776 38.728011,-8.606657 38.68021)",Primary Route
"LINESTRING (-7.033789 38.885174,-7.120149 38.886552,-7.15615 38.876051,-7.20265 38.862749,-7.27935 38.859946,-7.376651 38.842544,-7.450151 38.802041,-7.46915 38.812241,-7.589653 38.835739,-7.639652 38.832938,-7.730854 38.828035,-7.787254 38.816034,-7.835655 38.821933,-7.893654 38.78743,-7.974652 38.711425,-7.989752 38.715924,-8.114352 38.677221,-8.200852 38.638015,-8.212152 38.636916,-8.221851 38.646516,-8.244652 38.640215,-8.363154 38.643513,-8.434356 38.665212,-8.451155 38.668512,-8.466156 38.669512,-8.531656 38.681911,-8.606657 38.68021)",Primary Route
"LINESTRING (-8.988171 38.967013,-8.964673 39.008016,-8.949174 39.029217,-8.866677 39.115123,-8.862176 39.123623,-8.843677 39.137924,-8.739678 39.20213,-8.696779 39.252933,-8.663681 39.315537,-8.654683 39.365539,-8.654184 39.37714,-8.656685 39.39214,-8.669188 39.448143,-8.702691 39.518945,-8.717692 39.572447,-8.726395 39.63215,-8.750198 39.699152,-8.729799 39.750955,-8.715702 39.787957,-8.721201 39.818158,-8.727704 39.879462,-8.718205 39.904462,-8.676407 39.944565,-8.639707 39.975167,-8.608708 40.01817,-8.558709 40.067673,-8.539212 40.098675,-8.528713 40.113476,-8.507212 40.127677,-8.517215 40.205679,-8.508216 40.236183,-8.504317 40.256983,-8.506718 40.266683,-8.52722 40.331687,-8.547424 40.405688,-8.564324 40.432189,-8.562826 40.45519,-8.578428 40.521693,-8.57823 40.548193,-8.571231 40.574195,-8.557932 40.604697,-8.540933 40.649699,-8.538735 40.6857,-8.544337 40.726703,-8.562337 40.766004,-8.566239 40.776204,-8.570242 40.881009,-8.581446 40.926511,-8.586749 40.998714,-8.58875 41.035114,-8.586353 41.078217,-8.603253 41.100718,-8.626254 41.110518,-8.634255 41.114218,-8.643754 41.119017,-8.657256 41.158519,-8.649357 41.160619,-8.630456 41.16472,-8.624756 41.16622,-8.627256 41.17522,-8.629756 41.178221,-8.632257 41.18362,-8.636756 41.202721,-8.635258 41.216722,-8.646759 41.238723,-8.64626 41.243023,-8.717464 41.329525,-8.728864 41.339725,-8.739266 41.349725,-8.744265 41.356625,-8.750966 41.367126,-8.763267 41.388726,-8.766768 41.420228,-8.752769 41.45803,-8.75047 41.480132,-8.781973 41.536033,-8.791375 41.582734,-8.783376 41.614736,-8.805778 41.639236,-8.811278 41.664737,-8.810478 41.676738,-8.82538 41.695138,-8.850281 41.702237,-8.867284 41.746539,-8.856985 41.800241,-8.864786 41.833743,-8.843788 41.864545,-8.811289 41.891247,-8.751889 41.92325,-8.718291 41.959052,-8.654291 41.982254,-8.629392 42.009556,-8.636394 42.028257,-8.642293 42.048258,-8.641815 42.053776)",Motorway
"LINESTRING (14.710413 49.912663,14.687911 49.933162,14.645909 49.94706,14.599906 49.984162,14.572403 50.000461,14.487899 50.030662,14.461898 50.041161,14.447896 50.04606)",Important Route
"LINESTRING (14.447896 50.04606,14.465398 50.052162,14.5204 50.048062,14.5354 50.052164,14.548398 50.068564,14.5524 50.082665,14.559899 50.103165)",Important Route
"LINESTRING (14.463532 45.320945,14.480433 45.317445,14.518436 45.290745,14.540036 45.283945,14.521534 45.305647,14.536035 45.309446,14.567936 45.294946,14.579937 45.279947,14.566336 45.274645,14.686044 45.182243,14.756349 45.140244,14.806051 45.125942,14.845552 45.119744,14.845053 45.100743,14.899058 45.000239,14.907684 44.984903,14.920364 44.972866,14.923456 44.949448,14.897565 44.867233,14.899566 44.825231,14.892568 44.815631,14.90247 44.739426,14.897872 44.719425,14.909571 44.715225,14.980979 44.596221,14.99758 44.58222,15.011081 44.56592,15.093686 44.512919,15.116587 44.486619,15.181192 44.447118,15.183423 44.438319,15.215893 44.422217,15.270697 44.368615,15.3147 44.347215,15.408102 44.318215,15.437405 44.289215,15.512108 44.272916,15.53971 44.258715,15.539709 44.247615,15.55421 44.232914,15.532412 44.221713,15.455408 44.213711,15.425409 44.19171,15.399608 44.191709,15.244941 44.10992,15.314516 44.045339,15.343413 44.0322,15.444418 43.944597,15.45822 43.944199,15.559926 43.875896,15.67723 43.821597,15.731435 43.793397,15.766236 43.769895,15.817738 43.764596,15.857139 43.739696,15.870639 43.734896,15.880942 43.737896,15.887741 43.743197,15.899241 43.736596,15.917942 43.715896,15.971744 43.691696,15.943745 43.672394,15.949446 43.653093,15.975447 43.634693,15.968448 43.627692,15.974448 43.624692,15.958449 43.574189,15.94895 43.567689,15.958751 43.545688,15.979151 43.550588,16.078255 43.516389,16.114756 43.52409,16.20266 43.518891,16.238459 43.523091,16.309761 43.550395,16.353762 43.556696,16.467165 43.547398,16.479768 43.539398,16.474668 43.526097,16.440467 43.514696,16.437468 43.509396,16.447767 43.507595,16.527469 43.507897,16.562052 43.482347,16.648276 43.445097,16.682422 43.449325,16.715478 43.422897,16.885184 43.405599,16.95649 43.354698,17.033293 43.283097,17.058695 43.277396,17.082796 43.239895,17.101399 43.230694,17.120641 43.208062,17.166461 43.184276,17.222404 43.165194,17.330209 43.116893,17.359911 43.086192,17.374911 43.086092,17.397313 43.070391,17.432415 43.056692,17.469916 43.054193,17.479916 43.046893,17.537417 43.044394,17.56342 43.024593,17.59182 43.032394,17.627421 43.054596,17.640821 43.056696,17.644922 43.048897)",Primary Route
"LINESTRING (16.595118 49.159172,16.553416 49.154671,16.470113 49.170568,16.428109 49.19507,16.395607 49.216469,16.363606 49.223669,16.341003 49.246569,16.273599 49.275169,16.219099 49.290969,16.193997 49.290669,16.157395 49.311569,16.151594 49.315068,16.122592 49.327669,16.105492 49.325668,16.028887 49.352566,16.016988 49.354566,15.997387 49.361566,15.87798 49.399065,15.714974 49.408663,15.607969 49.449561,15.589967 49.453162,15.560966 49.474662,15.438859 49.50956,15.342956 49.525159,15.329453 49.541458,15.252448 49.588959,15.223448 49.60006,15.211449 49.593659,15.148445 49.609159,15.138443 49.616558,15.121341 49.660059,15.11284 49.68006,15.090938 49.692161,15.084437 49.70656,15.058835 49.71296,15.033832 49.743662,15.015833 49.754162,15.013432 49.754061,14.997333 49.751559,14.97393 49.75306,14.943329 49.77116,14.922927 49.79406,14.860924 49.830461,14.80092 49.845162,14.79342 49.857661,14.757818 49.878161,14.731813 49.907061,14.710413 49.912663)",Motorway
"LINESTRING (16.595118 49.159172,16.615117 49.161571,16.637922 49.093069,16.661425 49.052467,16.741932 48.950965,16.833941 48.880964,16.922944 48.841964,16.929447 48.836964,16.934647 48.827263,16.939947 48.812963,16.980449 48.791963,17.009952 48.760962,17.035956 48.69496,17.00996 48.604955,17.009962 48.542952,17.036467 48.460449,17.046469 48.423448,17.052475 48.352945,17.043477 48.282941,17.032479 48.26094,17.026981 48.200937,17.033983 48.172936,17.053985 48.156936,17.119986 48.150437)",Motorway
"LINESTRING (17.119986 48.150437,17.174188 48.164439,17.190988 48.19644,17.208987 48.204441,17.286989 48.208444,17.37299 48.242446,17.414492 48.245948,17.442993 48.246448,17.484993 48.290451,17.530994 48.296452,17.550993 48.310453,17.556994 48.328453,17.580492 48.350456,17.606492 48.354957,17.694495 48.37546,17.722994 48.390461,17.736995 48.418462,17.741492 48.461463,17.766988 48.560471,17.806989 48.600472,17.827986 48.671976,17.83168 48.75598,17.842181 48.769481,17.865981 48.793982,17.887179 48.803483,17.88318 48.817484,17.91218 48.827485,17.97248 48.871288,18.029682 48.89499,18.046681 48.893491,18.076681 48.894992,18.089483 48.895492,18.100681 48.915493,18.138181 48.944495,18.167484 48.952796,18.204482 48.973298,18.263184 49.005501,18.281684 49.0175,18.283483 49.033002,18.313683 49.049004,18.331184 49.066605,18.389186 49.066307,18.439184 49.100009,18.438184 49.111009,18.463185 49.114211,18.482185 49.12961,18.481185 49.149112,18.538983 49.203716,18.628485 49.226219,18.660685 49.255222,18.702489 49.22662,18.721688 49.22562,18.73869 49.226621,18.738988 49.228621)",Motorway
"LINESTRING (17.784732 47.668029,17.739232 47.636526,17.66953 47.623024,17.604227 47.632023,17.517722 47.666023,17.570223 47.682925,17.471518 47.736026,17.382213 47.797726,17.300208 47.829526,17.278708 47.846026,17.263506 47.865527,17.265205 47.872027)",Primary Route
"LINESTRING (17.784732 47.668029,18.097744 47.658035,18.26625 47.636939,18.342053 47.607938,18.387755 47.601038,18.424658 47.596239,18.497162 47.548439,18.527265 47.513937,18.648269 47.51824,18.756774 47.508542,18.844277 47.471042,18.859278 47.459743,18.895781 47.440242)",Motorway
"LINESTRING (18.638781 54.351232,18.654783 54.346233,18.684784 54.341233,18.701287 54.326233,18.705789 54.291233,18.725789 54.284732,18.738789 54.293733,18.789792 54.298734,18.857796 54.286735,18.981804 54.244735,19.11881 54.211238,19.128312 54.211238,19.156214 54.196738,19.203817 54.193739,19.255821 54.16774,19.379826 54.169244,19.405827 54.170243,19.432327 54.156243,19.44473 54.151743,19.511834 54.113743,19.560835 54.107744,19.635241 54.084745,19.642742 54.074745,19.647342 54.072245,19.650343 54.070245,19.666344 54.054244,19.70325 54.002244,19.691249 53.972242,19.729357 53.914741,19.739759 53.88274,19.771863 53.830238,19.824868 53.770237,19.933775 53.730238,19.952278 53.714238,19.968881 53.700738,19.97638 53.693239,19.997282 53.686738,20.032883 53.669238,20.055889 53.625237,20.094293 53.568735,20.078897 53.504733,20.066797 53.47873,20.035298 53.45873,20.0383 53.427729,20.047302 53.416728,20.088804 53.394729,20.099808 53.347226,20.173418 53.237224,20.176419 53.234724,20.190319 53.229224,20.286724 53.183323,20.293327 53.157324,20.322328 53.148324,20.34983 53.127724,20.359832 53.123324,20.370334 53.119324,20.377833 53.116824,20.384233 53.114324,20.379234 53.109323,20.363735 53.087822,20.348336 53.065221,20.337337 53.011319,20.28784 52.948715,20.292341 52.911314,20.283242 52.886812,20.284845 52.860811,20.263845 52.825809,20.329253 52.782709,20.333353 52.759808,20.324354 52.734307,20.335355 52.715207,20.337356 52.711706,20.38076 52.666706,20.380364 52.636304,20.380363 52.626804,20.386765 52.618804,20.403364 52.605803,20.477269 52.579304,20.511874 52.548304,20.534376 52.508303,20.592882 52.452802,20.608383 52.4407,20.638385 52.435302,20.696386 52.450203,20.692886 52.440202,20.677888 52.417802,20.769394 52.377802,20.865398 52.348202,20.956806 52.289803,20.984409 52.259801,20.99491 52.249302)",Important Route
"LINESTRING (18.738988 49.228621,18.767492 49.217121,18.789691 49.201621,18.851495 49.183121,18.871996 49.162522,18.887 49.128721,18.923502 49.111119,18.928702 49.099019,18.959205 49.09282,19.020707 49.096321,19.040506 49.120123,19.082005 49.134624,19.090506 49.150725,19.135706 49.152126,19.165009 49.140227,19.16901 49.115526,19.216213 49.113727,19.268517 49.079326,19.283717 49.080625,19.318016 49.084327,19.317718 49.074026,19.438521 49.092329,19.448723 49.086829,19.464722 49.09113,19.543225 49.100532,19.610727 49.079033,19.627529 49.071133,19.646232 49.056034,19.695732 49.045033,19.733235 49.046534,19.827738 49.051036,19.871239 49.052537,19.908539 49.062139,19.967243 49.06064,19.997545 49.05404,20.050544 49.060342,20.071747 49.054143,20.091046 49.049142,20.101047 49.054642,20.150749 49.051143,20.18505 49.057844,20.277953 49.056646,20.299554 49.059147,20.312955 49.051347,20.331557 49.037045,20.356758 49.026346,20.39006 49.019347,20.425062 49.018547,20.466263 49.000848,20.484762 49.017049,20.567767 49.01185,20.580566 49.018851,20.604069 49.019051,20.645769 49.001551,20.727973 49.006553,20.743073 49.000053,20.778575 49.003054,20.855577 49.012056,20.881078 48.998056,20.942582 48.991056,20.947581 49.012057,21.013583 49.024859,21.078786 49.004861,21.133789 49.007862,21.203091 48.995363,21.226291 48.999863,21.234592 49.000563,21.256995 48.966362,21.268999 48.883359,21.319004 48.841358,21.319005 48.809356,21.306606 48.795056,21.278505 48.760053,21.277107 48.737052,21.276107 48.731852,21.271606 48.727353)",Primary Route
"LINESTRING (18.871081 47.41474,18.895781 47.440242)",Motorway
"LINESTRING (18.895781 47.440242,18.998185 47.440444,19.009284 47.454545,19.014784 47.461245)",Motorway
"LINESTRING (19.014784 47.461245,19.001283 47.481746,19.003783 47.495947,19.014782 47.504748,19.050684 47.500248,19.055682 47.520549,19.093586 47.50175)",Important Route
"LINESTRING (19.071787 47.469247,19.065086 47.462746,19.029785 47.457946,19.014784 47.461245)",Important Route
"LINESTRING (20.898812 52.143693,20.973911 52.2147,20.980912 52.229801,20.976409 52.2422)",Primary Route
"LINESTRING (20.976409 52.2422,20.99491 52.249302)",Important Route
"LINESTRING (19.466478 51.757748,19.484478 51.765248,19.482879 51.779249,19.496477 51.81065,19.504476 51.822751,19.514876 51.829252,19.554978 51.846653,19.585975 51.895155,19.599975 51.904257,19.605474 51.907256,19.609474 51.909156,19.670476 51.94826,19.703876 51.963661,19.776378 51.983765,19.866378 52.039768,19.924376 52.108773,19.939975 52.110672,19.944376 52.111273,19.997377 52.123775,20.137982 52.16578,20.15448 52.195281,20.226781 52.229784,20.24238 52.228785,20.261882 52.231284,20.617398 52.205292,20.7159 52.216294,20.825404 52.216297,20.943809 52.2318,20.976409 52.2422)",Primary Route
"LINESTRING (23.572513 45.958163,23.586313 45.947162,23.638515 45.922462,23.72282 45.918463,23.749323 45.897963,23.791225 45.893163,23.802523 45.884963,23.817326 45.860962,23.858028 45.834463,23.869029 45.814462,23.938333 45.78286,23.955334 45.778662,23.985835 45.789363,24.055038 45.795463,24.076538 45.788964,24.148541 45.791965,24.171342 45.781366,24.197842 45.769867,24.200045 45.753164,24.207747 45.741963,24.248047 45.704662,24.26555 45.669862,24.256352 45.596957,24.244052 45.565857,24.261254 45.553655,24.258855 45.527153,24.287557 45.495453,24.282059 45.46165,24.29136 45.436149,24.287859 45.415648,24.29436 45.402849,24.291862 45.365947,24.266862 45.358645,24.277363 45.336944,24.280263 45.326444,24.268765 45.309642,24.283064 45.309442,24.326268 45.260441,24.340569 45.23214,24.362871 45.22464,24.369371 45.205139,24.364371 45.191939,24.366775 45.132435,24.377374 45.105434,24.395777 45.092834,24.399878 45.082433,24.436377 45.075633,24.452881 45.056632,24.485082 45.049334,24.491882 45.040632,24.503884 45.033333,24.515583 45.039433,24.536784 45.034133,24.559085 45.016933,24.619588 45.002433,24.626387 45.000433,24.64889 44.988334,24.66909 44.961931,24.718395 44.938332,24.744296 44.91163,24.791399 44.89263,24.8226 44.896931,24.862403 44.87043,24.882603 44.857131,24.900903 44.849331,24.927906 44.826929,24.958909 44.773127,24.972411 44.754926,24.997913 44.732425,25.024613 44.703924,25.161822 44.612622,25.197426 44.56762,25.244128 44.54312,25.317833 44.500619,25.374135 44.48692,25.393637 44.474619,25.469941 44.442118,25.555844 44.43862,25.616347 44.446322,25.632146 44.438822,25.675947 44.433922,25.720948 44.443324,25.762352 44.423423,25.825654 44.432124,25.917656 44.436327,25.927157 44.443926,25.969959 44.442828)",Primary Route
"LINESTRING (26.114664 44.432129,26.094363 44.459831,26.038361 44.45683,26.027661 44.448429,26.019659 44.445428,25.969959 44.442828)",Motorway
"LINESTRING (26.114664 44.432129,26.107865 44.42483,26.096465 44.362325,26.090667 44.342424)",Primary Route
"LINESTRING (27.223357 45.850024,27.218459 45.789923,27.202362 45.711217,27.196661 45.705516,27.19116 45.690215,27.156363 45.651513,27.12766 45.623711,27.108462 45.588208,27.107463 45.539506,27.066366 45.470001,27.059867 45.398498,27.058667 45.384898,27.043665 45.379496,27.033466 45.371197,26.922466 45.302391,26.878465 45.234987,26.849166 45.192183,26.824964 45.181982,26.818165 45.176482,26.817165 45.168882,26.815665 45.156181,26.822166 45.13898,26.786966 45.100477,26.764667 45.056674,26.750968 45.030672,26.724468 45.000471,26.695969 44.944467,26.68697 44.909165,26.688671 44.873964,26.644174 44.732155,26.655976 44.716954)",Primary Route
"LINESTRING (25.969959 44.442828,25.97966 44.407426,25.995363 44.385824,26.025962 44.363123,26.090667 44.342424)",Primary Route
"LINESTRING (19.466478 51.757748,19.422381 51.710245,19.405379 51.701244,19.397481 51.690743,19.393482 51.667242,19.38338 51.666741,19.35148 51.66764,19.321979 51.659739,19.133375 51.595234,19.107475 51.605632,19.031972 51.596231,18.96237 51.59723,18.865964 51.610229,18.796462 51.602226,18.788463 51.605726,18.73536 51.600225,18.64836 51.530119,18.652364 51.493218,18.631863 51.472717,18.621066 51.442217,18.600364 51.422214,18.511363 51.401711,18.438061 51.375108,18.412063 51.355207,18.380065 51.308705,18.158455 51.296598,18.132454 51.297098,18.037852 51.295196,17.986952 51.281195,17.916948 51.283193,17.877346 51.293092,17.786443 51.294191,17.72334 51.31169,17.70634 51.30669,17.625537 51.280186,17.599537 51.263185,17.563536 51.256683,17.531035 51.238682,17.423032 51.218679,17.406532 51.215179,17.400534 51.214679,17.397032 51.214177,17.394533 51.214178,17.390533 51.213678,17.375033 51.213178,17.352331 51.216177,17.270329 51.194574,17.239027 51.194073,17.175328 51.177672,17.151827 51.16757,17.145027 51.15517,17.085026 51.140067,17.039326 51.133567,17.038326 51.109065,17.014026 51.075764,16.969027 51.048662)",Primary Route
"LINESTRING (19.917693 49.999782,19.876691 50.024282,19.856687 50.050783,19.845684 50.087583,19.761682 50.08758,19.671578 50.09958,19.609575 50.120579,19.51767 50.119579,19.447666 50.155078,19.417666 50.171578,19.345662 50.183576,19.297162 50.168776,19.202955 50.190674,19.058048 50.221072,19.049448 50.250072,19.048546 50.252774,18.990944 50.274173,18.964041 50.289774,18.93604 50.304274,18.921039 50.305274,18.90854 50.305773,18.887037 50.304172,18.873038 50.301571,18.815535 50.294772,18.801936 50.291669,18.780434 50.30277,18.756434 50.30177,18.730133 50.300769,18.717632 50.309269,18.66793 50.31577,18.645929 50.311269,18.610127 50.325768,18.539622 50.349166,18.445118 50.398566,18.35611 50.444166,18.272107 50.462266,18.268106 50.462766,18.165903 50.478163,18.083599 50.481062,18.016096 50.49356,17.925889 50.540061,17.869085 50.577161,17.734076 50.655762,17.694874 50.664162,17.594369 50.712662,17.394359 50.763759,17.376058 50.769759,17.342854 50.789259,17.314053 50.81116,17.278551 50.83976,17.239047 50.859659,17.174042 50.917162,17.108338 50.949261,17.067533 50.994763,16.991528 51.044662,16.969027 51.048662)",Primary Route
"LINESTRING (18.629957 49.747542,18.64466 49.751743,18.72396 49.772746,18.784962 49.802649,18.967669 49.804754,19.028969 49.817255,19.04847 49.820154,19.068971 49.824655,19.110172 49.826656,19.131172 49.842657,19.181973 49.854559,19.219173 49.850659,19.230175 49.86076,19.224672 49.879661,19.260174 49.883161,19.305175 49.874263,19.324477 49.857763,19.324978 49.857263,19.334179 49.853161,19.35348 49.860663,19.433481 49.874165,19.461481 49.886666,19.568687 49.861668,19.65999 49.87267,19.755193 49.867171,19.872596 49.910176,19.883096 49.923676,19.892694 49.963679,19.917693 49.999782)",Primary Route
"LINESTRING (19.166339 52.256762,19.166337 52.283263,19.142332 52.332264,19.144332 52.352265,19.16733 52.392266,19.157828 52.407667,19.165828 52.421268,19.148921 52.526772,19.147419 52.533171,19.14582 52.538273,19.078811 52.645676,19.074911 52.656776,19.049807 52.666176,18.958803 52.692775,18.890399 52.726275,18.878897 52.747776,18.873893 52.796677,18.887793 52.832779,18.858391 52.837778,18.783286 52.868278,18.776386 52.871278,18.738384 52.882777,18.687377 52.964679,18.658372 52.98868,18.610971 52.993679,18.610369 52.997779,18.60987 53.001778,18.60977 53.003278,18.60927 53.006279,18.60727 53.02318,18.581468 53.012279,18.530266 53.016179,18.370856 53.074778,18.321253 53.093276,18.217748 53.109274,18.210846 53.118774,18.160845 53.138274,18.146345 53.137673,18.099343 53.125772,18.011839 53.11877,18.025739 53.147772,18.069736 53.192274,18.179338 53.254179,18.219736 53.288682,18.260938 53.308183,18.324836 53.365687,18.399838 53.39369,18.420237 53.398691,18.452238 53.410192,18.517839 53.425694,18.56384 53.445696,18.593741 53.449696,18.678241 53.4942,18.684841 53.516201,18.652837 53.546701,18.633734 53.580704,18.634233 53.590703,18.678232 53.627705,18.715234 53.641207,18.728332 53.645207,18.725834 53.652207,18.718829 53.71271,18.733728 53.735211,18.753326 53.750212,18.770827 53.780214,18.773325 53.805715,18.802326 53.818216,18.818325 53.841217,18.805223 53.864719,18.809322 53.881218,18.755214 53.940219,18.770811 53.990722,18.754306 54.051725,18.781807 54.086226,18.785306 54.093226,18.784307 54.094725,18.773704 54.108226,18.7253 54.133726,18.702697 54.167727,18.655292 54.206727,18.62629 54.246728,18.635789 54.252729,18.631185 54.318731,18.636284 54.333732,18.637284 54.337232,18.638781 54.351232)",Primary Route
"LINESTRING (19.466478 51.757748,19.447976 51.798249,19.443975 51.811249,19.443475 51.812249,19.433374 51.82925,19.410471 51.855251,19.407369 51.863751,19.40347 51.873251,19.348464 51.935252,19.30796 51.962753,19.288959 51.966252,19.224854 52.030754,19.223452 52.051755,19.216452 52.058755,19.209451 52.062755,19.197848 52.081755,19.186843 52.187259,19.166339 52.256762)",Primary Route
"LINESTRING (0.138733 48.036125,0.090234 48.040624,0.020231 48.034622,-0.002967 48.026121,-0.031767 48.01602,-0.154469 48.011517,-0.19727 48.001515,-0.245472 48.009014,-0.286272 48.004613,-0.363275 48.031512,-0.401777 48.044111,-0.446477 48.045611,-0.562381 48.067607,-0.610783 48.075607,-0.642383 48.072106,-0.686785 48.093106,-0.748487 48.106505,-0.811289 48.111104,-0.84699 48.101002,-0.92779 48.073598,-1.002791 48.082097,-1.049292 48.084595,-1.116293 48.092494,-1.170893 48.073092,-1.208894 48.075992,-1.285396 48.07899,-1.325897 48.080589,-1.4333 48.103587,-1.582302 48.119584,-1.652904 48.121082,-1.658304 48.128982,-1.668807 48.134582,-1.692906 48.131981,-1.721306 48.120581,-1.816411 48.160079,-1.914413 48.172977,-1.947013 48.186577,-2.018716 48.190576,-2.050218 48.208575,-2.112518 48.222074,-2.157922 48.269576,-2.170024 48.273074,-2.226426 48.294074,-2.265527 48.325974,-2.280029 48.341074,-2.342432 48.368474,-2.370932 48.373073,-2.470237 48.424472,-2.489739 48.448473,-2.50774 48.455573,-2.542741 48.463472,-2.559442 48.473072,-2.658044 48.482569,-2.720045 48.490568,-2.730047 48.495568,-2.753449 48.517468,-2.77725 48.544969,-2.79455 48.551569,-2.846951 48.544966,-2.875751 48.527066,-2.936952 48.534564,-2.985952 48.530063,-3.123056 48.55506,-3.149456 48.552059,-3.174257 48.554059,-3.208457 48.567058,-3.240259 48.570059,-3.295461 48.571056,-3.38026 48.554053,-3.420761 48.553053,-3.45946 48.550551,-3.492963 48.563051,-3.655067 48.583947,-3.684968 48.578046,-3.81827 48.591543,-3.82907 48.598543,-3.84977 48.593543,-3.86407 48.575942,-3.886569 48.557539,-3.947268 48.530538,-4.06757 48.521434,-4.29957 48.486926,-4.44607 48.437421,-4.475571 48.437019,-4.47357 48.407419)",Primary Route
"LINESTRING (-0.546306 44.765472,-0.552109 44.795973)",Motorway
"LINESTRING (0.71378 47.407615,0.76128 47.458617,0.825579 47.489621,0.95408 47.528526,1.082579 47.584131,1.094578 47.588532,1.128278 47.604033,1.137178 47.606633,1.29678 47.612637,1.32678 47.619639,1.41308 47.682543,1.575678 47.778652,1.610177 47.802553,1.704074 47.863158,1.787774 47.898661,1.837577 47.900663)",Motorway
"LINESTRING (0.712681 47.406613,0.715282 47.378613)",Motorway
"LINESTRING (1.356388 43.510462,1.326488 43.47396,1.304889 43.465859,1.314489 43.452959,1.266293 43.359953,1.092495 43.253844,0.967295 43.183838,0.955495 43.170337,0.919995 43.143435,0.909496 43.131934,0.902395 43.127334,0.871996 43.115433,0.842496 43.112932,0.782994 43.118431,0.702893 43.111429,0.649993 43.117928,0.567493 43.085925,0.524491 43.094323,0.370489 43.078319,0.340487 43.110319,0.308483 43.166322,0.268483 43.178322,0.226483 43.170321,0.17448 43.20432,0.152479 43.210321,0.064479 43.198317,0.046477 43.202317,0.020475 43.222318,0.002476 43.218317,-0.105527 43.234315,-0.145529 43.268317,-0.193531 43.292317,-0.253533 43.304315,-0.283534 43.320315,-0.371536 43.336313,-0.457539 43.362312,-0.629546 43.446311,-0.679546 43.43831,-0.701548 43.456311,-0.781549 43.468308,-0.855551 43.49031,-0.915553 43.516308,-1.063556 43.520306,-1.123558 43.536304,-1.163558 43.522303,-1.195559 43.524301,-1.22156 43.510301,-1.257557 43.470298,-1.265557 43.458297,-1.337558 43.450294,-1.375559 43.456295,-1.414262 43.508896)",Primary Route
"LINESTRING (1.848774 47.942165,1.889776 47.938166)",Motorway
"LINESTRING (-1.618897 49.62854,-1.602495 49.61304,-1.600494 49.592539,-1.570892 49.575538,-1.564391 49.553039,-1.498487 49.526041,-1.497586 49.51294,-1.473485 49.49944,-1.452084 49.505441,-1.409883 49.499541,-1.383084 49.491442,-1.360582 49.461941,-1.347479 49.445041,-1.330877 49.41554,-1.286874 49.370539,-1.274971 49.332438,-1.259069 49.310939,-1.205868 49.313039,-1.171368 49.318441,-1.138067 49.313541,-1.112567 49.321542,-1.085368 49.338043,-1.063968 49.348446,-1.002867 49.348447,-0.897465 49.329548,-0.722958 49.280551,-0.712356 49.267452,-0.697357 49.266452,-0.689855 49.271051,-0.499947 49.200755,-0.424346 49.187155,-0.379545 49.191157,-0.364844 49.199057,-0.352444 49.201059,-0.339944 49.190658,-0.325343 49.173057,-0.315043 49.173058,-0.287341 49.167158,-0.25684 49.166159,-0.21734 49.16716,-0.203842 49.175161,-0.186541 49.190662,-0.087342 49.225267,-0.003041 49.244068,0.005658 49.245069,0.06256 49.246971,0.116162 49.257572,0.158661 49.261073,0.163661 49.263475,0.191461 49.270476,0.20096 49.289575,0.267661 49.296078,0.287662 49.299077,0.360561 49.334981,0.391962 49.328082,0.469062 49.358586,0.486061 49.374586,0.532461 49.395088,0.619164 49.37659,0.86557 49.355594,0.933673 49.336597,0.992074 49.333299,1.012073 49.335599,1.045075 49.337599,1.071476 49.332301,1.084677 49.323099,1.114679 49.299301,1.131181 49.2683,1.163684 49.251099,1.183184 49.2396,1.231688 49.185099,1.309094 49.130698,1.339195 49.103198,1.417699 49.062197,1.490103 49.0201,1.581005 49.012201,1.621109 48.991701,1.70871 48.976203,1.741212 48.962103,1.851016 48.961706,1.900714 48.970107,2.00122 48.924208,2.009121 48.890607,2.040226 48.865107,2.095228 48.844107,2.110526 48.841208)",Motorway
"LINESTRING (2.249038 48.706106,2.265438 48.715607,2.28524 48.714107)",Motorway
"LINESTRING (2.25753 48.859112,2.280229 48.880114)",Motorway
"LINESTRING (2.882971 50.022674,2.875376 50.000074,2.853878 49.95517,2.834682 49.875668,2.822685 49.818164,2.811485 49.801564,2.769991 49.706159,2.767892 49.678158,2.752397 49.602355,2.7249 49.539852,2.7185 49.51215,2.697207 49.399144,2.70691 49.372644,2.70521 49.355543,2.687513 49.311042,2.696915 49.27514,2.686514 49.254039,2.626217 49.208536,2.609717 49.206536,2.598219 49.160632,2.56722 49.136631,2.55202 49.10713,2.554426 49.064729,2.531726 49.021225,2.521727 48.997724,2.493728 48.975223,2.474227 48.964221,2.427729 48.93872)",Motorway
"LINESTRING (2.35823 48.902116,2.357729 48.908717,2.428729 48.93922)",Motorway
