LAT,LON,ALT,NAM,IKO,NA3,USE,USEdesc
42.184166,-73.403335,225,Great Barrington,KZ,US04807,49,Civilian/Public
42.15778,-72.715553,82,Barnes Muni,KBAF,US70041,22,Joint Military/Civilian
42.106388,-71.510002,81,Hopedale Industrial Park,KZ,US27618,49,Civilian/Public
42.100929,-72.038406,212,Southbridge Muni,KZ,US27075,49,Civilian/Public
42.098331,-70.672218,3,Marshfield,KZ,US04786,999,Other
42.071945,-70.22139,2,Provincetown Muni,KZ,US22635,49,Civilian/Public
42,-71.19667,37,Mansfield Muni,KZ,US33134,49,Civilian/Public
41.985279,-73.964165,45,Kingston Ulster,KZ,US82290,999,Other
41.938889,-72.683334,53,Bradley Intl,KBDL,US88161,22,Joint Military/Civilian
41.920834,-71.491386,134,North Central State,KZ,US78577,49,Civilian/Public
41.909851,-70.728821,45,Plymouth Muni,KZ,US65124,49,Civilian/Public
41.874599,-71.016876,13,Taunton Muni,KZ,US88061,49,Civilian/Public
41.772778,-73.011108,310,Mountain Meadow Airstrip,KZ,US85461,49,Civilian/Public
41.744167,-72.180275,75,Windham,KZ,US80640,49,Civilian/Public
41.736389,-72.650276,5,Hartford Brainard,KHFD,US78521,49,Civilian/Public
41.727779,-74.377502,89,Joseph Y Resnick,KZ,US93012,999,Other
41.723888,-71.428329,16,Theodore Francis Green State,KPVD,US48560,49,Civilian/Public
41.7075,-73.738052,213,Sky Acres,KZ,US76968,999,Other
41.701649,-74.795013,427,Sullivan County Intl,KZ,US90127,999,Other
41.690277,-72.864723,60,Robertson Field,KZ,US61260,49,Civilian/Public
41.6884,-69.989525,20,Chatham Muni,KZ,US73250,49,Civilian/Public
41.676109,-70.956947,24,New Bedford Rgnl,KEWB,US29934,49,Civilian/Public
41.669334,-70.280357,16,Barnstable Muni Boardman Polando Fld,KHYA,US99987,49,Civilian/Public
41.658443,-70.521416,39,Otis Angb,KZ,US67835,8,Military
41.626667,-73.884171,50,Dutchess Co,KPOU,US24930,49,Civilian/Public
41.622501,-74.701386,470,Monticello,KZ,US06781,999,Other
41.597221,-74.458336,170,Wurtsboro Sullivan County,KZ,US52696,999,Other
41.597221,-71.412224,5,Quonset State,KOQU,US91650,49,Civilian/Public
41.576942,-73.732224,109,Stormville,KZ,US31032,999,Other
41.532501,-71.28167,52,Newport State,KZ,US09120,49,Civilian/Public
41.509998,-74.264725,111,Orange County,KZ,US41373,999,Other
41.50861,-72.829445,31,Meriden Markham Muni,KZ,US61624,49,Civilian/Public
41.504166,-74.104721,149,Stewart Intl,KSWF,US52950,22,Joint Military/Civilian
41.478355,-73.135246,221,Waterbury Oxford,KZ,US77977,49,Civilian/Public
41.393055,-70.614441,20,Marthas Vineyard,KZ,US84063,49,Civilian/Public
41.383888,-72.505836,126,Chester,KZ,US01501,49,Civilian/Public
41.371666,-73.482224,139,Danbury Muni,KZ,US80056,49,Civilian/Public
41.358334,-70.524445,6,Katama Airpark,KZ,US04782,999,Other
41.349724,-71.803329,24,Westerly State,KZ,US43057,49,Civilian/Public
41.330055,-72.045135,3,Groton New London,KGON,US14539,22,Joint Military/Civilian
41.263897,-72.8871,4,Tweed New Haven,KHVN,US99714,49,Civilian/Public
41.253056,-70.060196,14,Nantucket Mem,KACK,US18941,49,Civilian/Public
41.251389,-72.03167,2,Elizabeth Fld,KZ,US06693,999,Other
41.200279,-74.623055,128,Sussex,KZ,US05840,49,Civilian/Public
41.163334,-73.126114,3,Igor I Sikorsky Mem,KBDR,US35567,49,Civilian/Public
41.128613,-74.345833,241,Greenwood Lake,KZ,US06342,49,Civilian/Public
41.076668,-71.920555,6,Montauk,KZ,US61585,999,Other
41.066959,-73.707573,133,Westchester Co,KHPN,US37396,49,Civilian/Public
41.00861,-74.738052,177,Aeroflex Andover,KZ,US06335,49,Civilian/Public
40.971111,-74.997498,113,Blairstown,KZ,US06638,49,Civilian/Public
40.959442,-72.251946,17,East Hampton,KZ,US56061,999,Other
40.875278,-74.281387,52,Essex Co,KZ,US71414,49,Civilian/Public
40.849998,-74.060837,2,Teterboro,KTEB,US44238,49,Civilian/Public
40.843613,-72.631668,20,The Francis S Gabreski,KZ,US37413,49,Civilian/Public
40.816666,-72.861946,24,Brookhaven,KZ,US07532,49,Civilian/Public
40.799442,-74.415001,56,Morristown Muni,KMMU,US01526,49,Civilian/Public
40.795277,-73.100281,30,Long Island Mac Arthur,KISP,US95413,22,Joint Military/Civilian
40.777222,-73.872498,6,La Guardia,KLGA,US59893,49,Civilian/Public
40.728889,-73.41333,24,Republic,KFRG,US84909,49,Civilian/Public
40.69278,-74.170281,5,Newark Intl,KEWR,US13431,49,Civilian/Public
40.639721,-73.778892,3,John F Kennedy Intl,KJFK,US82079,49,Civilian/Public
40.62611,-74.670281,32,Somerset,KZ,US06334,49,Civilian/Public
40.6175,-74.244721,7,Linden,KZ,US43123,49,Civilian/Public
40.582779,-74.736664,59,Solberg Hunterdon,KZ,US41926,49,Civilian/Public
40.566387,-74.978615,170,Sky Manor,KZ,US06345,49,Civilian/Public
40.524445,-74.598335,26,Central Jersey Rgnl,KZ,US08999,49,Civilian/Public
40.398334,-74.657501,38,Princeton,KZ,US79343,49,Civilian/Public
40.330002,-74.346664,26,Old Bridge,KZ,US99951,49,Civilian/Public
40.276669,-74.813332,64,Trenton Mercer,KTTN,US05213,49,Civilian/Public
40.21389,-74.601669,36,Trenton Robbinsville,KZ,US82169,49,Civilian/Public
40.186943,-74.125,48,Allaire,KZ,US08619,49,Civilian/Public
40.066666,-74.17778,9,Lakewood,KZ,US64352,49,Civilian/Public
40.033333,-74.353333,31,Lakehurst Naes,KNEL,US84834,8,Military
40.015556,-74.593613,40,Mc Guire Afb,KWRI,US51140,8,Military
40.014999,-74.843056,19,Inductotherm,KZ,US93656,999,Other
39.94278,-74.845833,16,South Jersey Rgnl,KZ,US15527,49,Civilian/Public
39.934166,-74.807221,14,Flying W,KZ,US72921,49,Civilian/Public
39.927502,-74.292503,24,Robert J Miller Air Park,KZ,US60202,49,Civilian/Public
39.904167,-74.749443,16,Red Lion,KZ,US06377,49,Civilian/Public
39.778332,-74.947777,45,Camden Co,KZ,US69268,49,Civilian/Public
39.696667,-74.400002,32,Warren Grove Range,KZ,US11809,8,Military
39.6675,-74.757774,21,Hammonton Muni,KZ,US17150,49,Civilian/Public
39.665279,-74.30806,10,Eagles Nest,KZ,US06396,999,Other
39.4575,-74.577225,23,Atlantic City Intl,KACY,US21279,49,Civilian/Public
39.360001,-74.456108,2,Atlantic City Muni Bader Fld,KZ,US06352,999,Other
39.219166,-74.794724,12,Woodbine Muni,KZ,US02705,49,Civilian/Public
39.00861,-74.908333,7,Cape May Co,KWWD,US71119,49,Civilian/Public
32.36404,-64.67868,3,Bermuda Intl,TXKF,BD02940,49,Civilian/Public
28.203669,-177.379516,3,Midway Atoll,PMDY,MQ71207,49,Civilian/Public
23.864166,-166.286118,1,French Frigate Shoals,PHFS,US02280,999,Other
22.209168,-159.445557,104,Princeville,PH,US91170,999,Other
22.021667,-159.786667,4,Barking Sands Pmrf,PHBK,US79303,8,Military
21.97611,-159.338608,46,Lihue,PHLI,US38785,49,Civilian/Public
21.707501,-157.972229,2,Kahuku,PH,US02257,999,Other
21.579166,-158.210281,4,Dillingham,PHDH,US36347,999,Other
21.481667,-158.036941,255,Wheeler Aaf,PHHI,US14909,8,Military
21.449444,-157.768051,5,Kaneohe Bay Mcaf,PHNG,US90227,8,Military
21.365,-157.959717,5,Ford Island Nalf,PH,US13247,999,Other
21.316111,-157.926666,3,Honolulu Intl,PHIK,US68340,22,Joint Military/Civilian
21.307222,-158.070282,10,Kalaeloa,PHJR,US09777,49,Civilian/Public
21.152779,-157.096115,138,Molokai,PHMK,US62985,999,Other
20.962778,-156.674439,78,Kapalua,PHJH,US81970,999,Other
20.898611,-156.430557,16,Kahului,PHOG,US07177,49,Civilian/Public
20.795555,-156.01445,23,Hana,PHHN,US04533,999,Other
20.785557,-156.951386,398,Lanai,PHNY,US94199,999,Other
20.265278,-155.860001,29,Upolu,PHUP,US22908,999,Other
20.001389,-155.66806,814,Waimea Kohala,PHMU,US26654,999,Other
19.763611,-155.556396,1886,Bradshaw Aaf,PHSF,US80082,8,Military
19.73889,-156.045563,14,Kona Intl At Keahole,PHKO,US18384,999,Other
19.720278,-155.048615,11,Hilo Intl,PHTO,US00142,49,Civilian/Public
16.728695,-169.534439,2,Johnston Atoll,PJON,JQ51650,8,Military
1.988056,-157.350555,1,Christmas Island,PLCH,KR43099,999,Other
29.929611,-112.656136,4,Puerto Libertad North,MM,MX22952,999,Other
29.725944,-114.699639,561,Rancho Santa Ynes,MM,MX10181,999,Other
29.095861,-111.047859,196,General Ignacio P Garcia Intl,MMHO,MX17338,22,Joint Military/Civilian
28.860222,-111.976845,6,Bahia Kino North,MM,MX60647,999,Other
28.701668,-105.96611,1360,General R Fierro Villalobos Intl,MMCU,MX12145,22,Joint Military/Civilian
28.213943,-105.449143,1185,Las Delicias,MM,MX94662,999,Other
28.025223,-114.02317,17,Guerrero Negro,MM,MX56360,999,Other
27.968971,-110.925163,27,General Jose Maria Yanez Intl,MMGM,MX43870,49,Civilian/Public
27.600918,-105.107887,1299,Ciudad Camargo Southeast,MM,MX00740,999,Other
27.392639,-109.833115,74,Ciudad Obregon Intl,MMCN,MX32450,49,Civilian/Public
27.296473,-112.938805,243,San Ignacio 1,MM,MX15405,999,Other
27.035667,-108.94828,399,Alamos,MM,MX38019,999,Other
26.92111,-105.783333,1818,Parral,MM,MX99556,999,Other
26.730833,-106.04583,2255,Ojito,MM,MX22283,999,Other
26.39675,-108.612442,74,El Fuerte,MM,MX96783,999,Other
25.989195,-111.348358,3,Loreto Intl,MMLT,MX85129,999,Other
25.685194,-109.080803,4,Valle Del Fuerte Intl,MMLM,MX80688,999,Other
25.651222,-108.537888,28,Campo Cuatro Milpas,MM,MX49405,999,Other
25.438084,-108.092499,24,Guamuchil,MM,MX32723,999,Other
25.058611,-111.608887,64,Ciudad Constitucion,MM,MX79067,999,Other
25.05311,-111.686333,42,Villa Constitucion,MM,MX11953,999,Other
24.764547,-107.474716,32,Culiacan Intl,MMCL,MX56871,22,Joint Military/Civilian
24.657972,-107.550613,13,Campo Gobierno,MM,MX19159,999,Other
24.42,-106.699722,76,Cosala,MM,MX47648,999,Other
24.072695,-110.362473,27,General Manuel Marquez De Leon Intl,MMLP,MX49501,49,Civilian/Public
23.803194,-109.707192,10,Punta Pescadero,MM,MX11581,999,Other
23.161362,-106.266083,10,General Rafael Buelna Intl,MMMZ,MX58398,49,Civilian/Public
23.156389,-109.722504,109,Los Cabos Intl,MMSD,MX32712,999,Other
22.945833,-109.939163,139,Cabo San Lucas,MM,MX01194,999,Other
22.482222,-105.410553,83,Acaponeta,MM,MX71140,999,Other
21.651112,-106.539169,4,Isla Maria Madre,MM,MX33781,999,Other
21.544889,-105.287445,3,San Blas,MM,MX54164,999,Other
21.076111,-105.226113,11,El Llano,MM,MX63550,999,Other
20.680082,-105.254166,6,Licenciado Gustavo Diaz Ordaz Intl,MMPR,MX93700,49,Civilian/Public
19.950001,-105.343414,33,La Gloria,MM,MX02631,999,Other
18.775612,-110.932053,99,Isla Socorro,MM,MX97996,999,Other
29.993389,-90.258026,1,New Orleans Intl,KMSY,US96523,49,Civilian/Public
29.993334,-95.930275,71,Skydive Houston,KZ,US67879,999,Other
29.980556,-95.339722,29,George Bush Intcntl Houston,KIAH,US28843,49,Civilian/Public
29.976667,-99.085556,492,Kerrville Muni Louis Schreiner Fld,KZ,US88781,999,Other
29.97611,-98.743614,441,B J Mc Combs Sisterdale,KZ,US20124,999,Other
29.975834,-92.084167,4,Abbeville Chris Crusta Memorial,KZ,US93038,49,Civilian/Public
29.974722,-95.818054,55,Green Acres,KZ,US10001,999,Other
29.966944,-102.933891,990,Chaney San Francisco Ranch,KZ,US10421,999,Other
29.951668,-94.904442,16,Gum Island,KZ,US09922,999,Other
29.950832,-94.020836,4,Southeast Texas Rgnl,KBPT,US41201,49,Civilian/Public
29.946943,-100.173889,722,Edwards Co,KZ,US77270,49,Civilian/Public
29.935556,-95.639999,42,Weiser Air Park,KZ,US72929,999,Other
29.926666,-103.294998,1013,Maravillas Gap Ranch,KZ,US31610,999,Other
29.911388,-100.000275,557,Hackberry Ranch,KZ,US10011,999,Other
29.909445,-96.950554,98,Fayette Rgnl Air Cntr,KZ,US61373,999,Other
29.899166,-91.666115,4,Le Maire Memorial,KZ,US11705,49,Civilian/Public
29.89889,-98.214165,286,Canyon Lake,KZ,US10100,999,Other
29.893612,-97.864723,181,San Marcos Muni,KZ,US99522,49,Civilian/Public
29.893057,-104.261665,1341,Cibolo Creek Ranch,KZ,US10468,999,Other
29.882778,-95.811943,48,Harold Freeman Farm,KZ,US09962,999,Other
29.873611,-97.28833,158,Double D Ranch,KZ,US95569,999,Other
29.866112,-90.022225,0,Southern Seaplane,KZ,US98384,999,Other
29.850279,-97.672501,162,Lockhart Muni,KZ,US45194,999,Other
29.835833,-100.978058,540,Rio Vista Ranch,KZ,US11689,999,Other
29.829721,-97.099167,112,Cherry Spraying Svc,KZ,US10217,999,Other
29.825277,-90.035004,0,New Orleans Nas Jrb,KNBG,US77021,8,Military
29.818333,-95.672501,33,West Houston,KZ,US95254,49,Civilian/Public
29.816944,-99.996109,491,Flying Bull Ranch,KZ,US34319,999,Other
29.812719,-98.425293,381,Kestrel Airpark,KZ,US05647,999,Other
29.810556,-95.898331,49,Air Rice,KZ,US09947,999,Other
29.805834,-95.75306,40,Hoffpauir,KZ,US09935,999,Other
29.804167,-94.431114,7,Chambers Co Winnie Stowell,KZ,US45288,999,Other
29.793821,-100.879265,458,Tyra Ranch,KZ,US05089,999,Other
29.787779,-99.262779,444,Cinco B Ranch,KZ,US10012,999,Other
29.786112,-94.952782,10,Baytown,KZ,US80651,999,Other
29.776667,-99.359169,505,Idlewild,KZ,US59658,999,Other
29.773611,-95.803887,40,Horn Katy Hawk Intl,KZ,US09936,999,Other
29.77,-94.663612,6,Chambers Co,KZ,US38262,999,Other
29.761667,-94.84639,10,R W J Airpark,KZ,US42738,999,Other
29.758612,-95.908608,48,Jordan Farms,KZ,US12066,999,Other
29.747778,-90.832779,2,Thibodaux Muni,KZ,US04499,49,Civilian/Public
29.745556,-99.760834,499,Real Co,KZ,US72554,999,Other
29.744722,-98.537224,356,Camp Bullis Als Cals,KZ,US10345,8,Military
29.739166,-98.451111,331,Bulverde Airpark,KZ,US10294,999,Other
29.736668,-96.064163,44,Clark Sky Ranch,KZ,US10404,999,Other
29.729444,-95.849724,42,Cardiff Brothers,KZ,US09928,999,Other
29.723612,-98.694725,420,Boerne Stage Fld,KZ,US87244,999,Other
29.710833,-91.339722,2,Harry P Williams Mem,KZ,US75992,49,Civilian/Public
29.704445,-98.042221,198,New Braunfels Muni,KZ,US68500,49,Civilian/Public
29.689943,-95.839668,39,Covey Trails,KZ,US09968,999,Other
29.669167,-95.064163,7,La Porte Muni,KZ,US09876,49,Civilian/Public
29.658611,-98.137779,232,Hilltop Ranch,KZ,US10336,999,Other
29.650278,-96.579445,77,Two G Ranch,KZ,US29745,999,Other
29.645555,-95.278892,14,William P Hobby,KHOU,US32810,49,Civilian/Public
29.641111,-96.515831,73,Robert R Wells Jr,KZ,US22597,999,Other
29.634167,-104.361664,893,Presidio Lely Intl,KZ,US30910,49,Civilian/Public
29.634167,-100.374443,499,Pinon Ranch,KZ,US01871,999,Other
29.633333,-99.728615,483,Casey Three Ranch,KZ,US66192,999,Other
29.622223,-95.65667,24,Sugar Land Muni  Hull Fld,KZ,US00828,999,Other
29.607222,-95.15889,9,Ellington Fld,KZ,US33608,49,Civilian/Public
29.6,-96.321945,56,Eagle Lake,KZ,US32419,999,Other
29.573055,-98.463059,267,Twin Oaks,KZ,US10170,999,Other
29.567223,-90.660553,2,Houma Terrebonne,KZ,US23361,49,Civilian/Public
29.565832,-97.908333,160,Randolph Afb Aux,KZ,US49138,8,Military
29.541945,-100.25306,438,Spring Ranch,KZ,US83316,999,Other
29.533611,-98.469719,246,San Antonio Intl,KSAT,US43142,49,Civilian/Public
29.529722,-98.278893,232,Randolph Afb,KRND,US74420,8,Military
29.529444,-97.78833,141,Glen Beicker Ranch,KZ,US10246,999,Other
29.528055,-97.461388,107,Gonzales Muni,KZ,US98875,999,Other
29.524445,-95.775276,28,Lane Airpark,KZ,US62199,999,Other
29.521389,-95.242226,13,Clover Fld,KZ,US46972,999,Other
29.519722,-95.275276,14,Houston Airpark,KZ,US09924,999,Other
29.510555,-98.798332,316,San Geronimo Airpark,KZ,US10333,999,Other
29.508333,-95.051391,6,Houston Gulf,KZ,US40918,999,Other
29.506111,-95.476944,20,Houston Southwest,KZ,US02294,999,Other
29.500278,-100.366943,524,Leona Ranch,KZ,US93413,999,Other
29.495556,-98.157776,180,Zuehl,KZ,US58938,999,Other
29.486389,-95.930832,30,Aviasud Airpark,KZ,US09881,999,Other
29.4825,-103.165001,944,Pitcock Rosillos Mountain Ranch,KZ,US73567,999,Other
29.479999,-95.327225,16,Wolfe Air Park,KZ,US09979,999,Other
29.469723,-103.936668,1295,Big Bend Ranch State Natural Area,KZ,US45319,999,Other
29.450277,-102.831947,566,Heath Canyon,KZ,US10426,999,Other
29.450277,-99.683609,367,Annandale Ranch,KZ,US10176,999,Other
29.444721,-90.261108,0,South Lafourche,KZ,US14198,999,Other
29.43111,-98.377777,205,Martindale Aaf,KZ,US96819,8,Military
29.422777,-100.738609,338,Bertani Ranch,KZ,US10112,999,Other
29.391945,-97.184723,129,Gerum Farm,KZ,US10363,999,Other
29.380278,-98.584168,210,Kelly Afb,KSKF,US68075,8,Military
29.375,-99.341942,331,Glasscock Fld,KZ,US80462,999,Other
29.371944,-100.923332,304,Del Rio Intl,KDRT,US80943,49,Civilian/Public
29.36861,-95.339996,10,Songbird Ranch,KZ,US28222,999,Other
29.360277,-95.010002,3,Johnnie Volk Fld,KZ,US09938,999,Other
29.360001,-100.777496,329,Laughlin Afb,KDLF,US12426,8,Military
29.359444,-99.176666,283,Hondo Muni,KZ,US66166,49,Civilian/Public
29.355557,-95.663887,19,Massimiliano Mem Fld,KZ,US21133,999,Other
29.341944,-98.85083,235,Castroville Muni,KZ,US80015,999,Other
29.336945,-98.471107,175,Stinson Muni,KZ,US55578,49,Civilian/Public
29.336111,-95.11528,7,Creasy,KZ,US09955,999,Other
29.331917,-100.981499,295,Ciudad Acuna Intl,MMCC,MX73200,999,Other
29.331112,-95.704719,30,H And S Airfield,KZ,US09873,999,Other
29.313057,-97.138336,111,Yoakum Muni,KZ,US97524,49,Civilian/Public
29.300278,-98.183609,182,Cleveland,KZ,US10121,999,Other
29.266111,-96.007774,27,Lackey Aviation,KZ,US10147,999,Other
29.265278,-103.765282,720,Lajitas,KZ,US33243,999,Other
29.265278,-94.860558,1,Galveston Intl Scholes Fld,KGLS,US36197,49,Civilian/Public
29.264168,-99.350555,295,Squirrel Creek Ranch,KZ,US76153,999,Other
29.254168,-96.154442,30,Wharton Muni,KZ,US50867,49,Civilian/Public
29.229445,-99.823891,283,Benson Airstrip,KZ,US91497,999,Other
29.220556,-97.871666,137,Bailey,KZ,US27535,999,Other
29.216944,-100.616943,310,La Fonda Ranch,KZ,US90613,999,Other
29.21611,-98.549446,185,Cannon Fld,KZ,US10354,999,Other
29.21139,-99.743614,286,Garner Fld,KZ,US05948,49,Civilian/Public
29.200277,-96.554443,32,Stovall Ranch Nr 1,KZ,US02918,999,Other
29.191944,-100.275276,325,Anacacho Ranch,KZ,US13870,999,Other
29.166389,-100.418335,305,Spofford,KZ,US10511,999,Other
29.158611,-98.10778,146,Haverlah East Farm,KZ,US10300,999,Other
29.139168,-98.113335,137,Gillingham,KZ,US10284,999,Other
29.138332,-98.94194,214,Devine Muni,KZ,US70379,49,Civilian/Public
29.135834,-98.27639,161,John B Connally Ranch,KZ,US17010,999,Other
29.129444,-100.472221,297,Laughlin Afb Aux Nr 1,KZ,US11212,8,Military
29.10861,-95.462219,7,Brazoria Co,KZ,US69001,49,Civilian/Public
29.083611,-96.500274,22,Calaway,KZ,US10151,999,Other
29.043333,-100.584442,275,Hughes Ranch,KZ,US82707,999,Other
29.027222,-98.286667,124,Boening Brothers,KZ,US10215,999,Other
29.00111,-96.581947,18,Jackson Co,KZ,US38579,999,Other
28.973249,-95.863441,13,Bay City Muni,KZ,US60369,49,Civilian/Public
28.954166,-98.519997,130,Pleasanton Muni,KZ,US89529,49,Civilian/Public
28.948889,-96.549721,15,Hahns,KZ,US10062,999,Other
28.887777,-97.021111,37,Ball,KZ,US10148,999,Other
28.879444,-99.990555,207,Chaparrosa Ranch,KZ,US46171,999,Other
28.857222,-100.512222,267,Maverick Co Meml Intl,KZ,US21295,999,Other
28.852556,-96.918503,35,Victoria Rgnl,KVCT,US48065,49,Civilian/Public
28.825001,-97.865555,88,Karnes Co,KZ,US25524,999,Other
28.822222,-99.109169,178,Mc Kinley Fld,KZ,US42545,49,Civilian/Public
28.815001,-99.758057,195,H And F Properties,KZ,US94925,999,Other
28.800278,-99.000275,202,Jay Kay Ranch,KZ,US19493,999,Other
28.783611,-98.319168,83,Arrow S Ranch,KZ,US44852,999,Other
28.766945,-100.082779,205,Flying G,KZ,US70389,999,Other
28.727501,-96.250832,4,Palacios Muni,KZ,US20951,49,Civilian/Public
28.70861,-100.007225,181,Chacon Creek Ranch,KZ,US10325,999,Other
28.697779,-99.81778,185,Crystal City Muni,KZ,US67484,999,Other
28.685556,-99.189163,165,Dilley Airpark,KZ,US62467,999,Other
28.678333,-99.798615,173,Wagner Braxdale,KZ,US99045,999,Other
28.654167,-96.681389,10,Calhoun Co,KZ,US81191,49,Civilian/Public
28.628611,-100.536499,273,Piedras Negras Intl,MMPG,MX33686,999,Other
28.628056,-100.15889,222,Farias Ranch,KZ,US82063,999,Other
28.583611,-96.854446,15,Green Lake Ranch,KZ,US93920,999,Other
28.530277,-96.527496,1,Big Dukes Place,KZ,US10047,999,Other
28.522223,-99.823608,182,Dimmit Co,KZ,US01029,999,Other
28.458611,-96.291946,1,Pierce Fld,KZ,US23937,999,Other
28.458332,-99.220276,145,Cotulla La Salle Co,KZ,US92781,49,Civilian/Public
28.450277,-100.150276,243,Glass Ranch,KZ,US10182,999,Other
28.441944,-97.804443,99,Brown Ranch,KZ,US10249,999,Other
28.396944,-98.362778,71,Paisano Ranch,KZ,US55274,999,Other
28.395555,-98.220833,76,Beefmasters Best,KZ,US10286,999,Other
28.364445,-97.792221,82,Beeville Muni,KZ,US32018,49,Civilian/Public
28.362778,-98.116386,39,Live Oak Co,KZ,US79936,999,Other
28.321388,-99.449997,167,Rancho Ecantado,KZ,US05073,999,Other
28.300278,-99.56694,158,Briggs Ranch,KZ,US10140,999,Other
28.293611,-97.323059,17,Rooke Fld,KZ,US42896,999,Other
28.280832,-97.211388,11,Mellon Ranch,KZ,US21623,999,Other
28.262777,-100.162224,228,Indio Faith,KZ,US01885,999,Other
28.254444,-99.599167,158,Harrison Piloncillo Ranch,KZ,US91051,999,Other
28.250278,-99.81694,198,Briscoes Catarina Ranch,KZ,US44521,999,Other
28.205833,-99.134445,115,Uno Mas Ranch,KZ,US83497,999,Other
28.192499,-100.07222,198,Chupadera Ranch,KZ,US10065,999,Other
28.189722,-98.916947,115,Herradura Lodge,KZ,US10392,999,Other
28.139999,-99.570274,188,Strait Ranch,KZ,US11699,999,Other
28.12611,-98.859718,87,Gould Strip,KZ,US10391,999,Other
28.116943,-96.800278,3,Aransas Natl Wldlife Refuge,KZ,US45196,999,Other
28.086666,-97.044723,7,Aransas Co,KZ,US01398,49,Civilian/Public
28.039167,-97.542503,14,San Patricio Co,KZ,US11219,49,Civilian/Public
27.944445,-96.985,3,San Jose Island,KZ,US38300,999,Other
27.911112,-97.219444,5,T P Mc Campbell,KZ,US58998,999,Other
27.901112,-98.051666,78,Orange Grove Nalf,KZ,US93663,8,Military
27.883612,-98.600281,171,Duval Freer,KZ,US53553,999,Other
27.879444,-99.396667,193,Callaghan Ranch,KZ,US10481,999,Other
27.856943,-99.079445,146,A P Ranch,KZ,US10518,999,Other
27.856306,-101.525833,533,Muzquiz New,MM,MX34990,999,Other
27.854267,-97.682274,27,High Man Tower Airstrip,KZ,US05500,999,Other
27.833611,-98.716942,202,Duval Co Ranch Co,KZ,US35027,999,Other
27.811417,-97.089165,1,Mustang Beach,KZ,US76715,999,Other
27.77861,-97.690559,24,Nueces Co,KZ,US40987,999,Other
27.770279,-97.501114,13,Corpus Christi Intl,KCRP,US72128,49,Civilian/Public
27.740833,-98.026947,54,Alice Intl,KALI,US33891,49,Civilian/Public
27.721111,-97.512779,11,Cuddihy Fld,KZ,US82871,999,Other
27.703056,-97.439445,9,Cabaniss Fld Nolf,KZ,US57498,8,Military
27.692499,-97.291115,5,Corpus Christi Nas,KNGP,US53834,8,Military
27.635,-97.312225,7,Waldron Fld Nolf,KZ,US99761,8,Military
27.610277,-97.751946,16,Bishop Muni,KZ,US76761,999,Other
27.553057,-98.732223,212,Hamilton Ranch,KZ,US10477,999,Other
27.550833,-98.03083,39,Kleberg Co,KZ,US08712,49,Civilian/Public
27.543888,-99.46167,154,Laredo Intl,KLRD,US58675,49,Civilian/Public
27.507221,-97.809723,15,Kingsville Nas,KNQI,US26028,8,Military
27.491777,-104.700081,1417,Aleman Ranch,MM,MX60200,999,Other
27.491112,-98.669441,182,Barronena Ranch,KZ,US10508,999,Other
27.485001,-98.661942,175,Barronena East,KZ,US10509,999,Other
27.443916,-99.570473,148,Quetzalcoatl Intl,MMNL,MX63270,49,Civilian/Public
27.421667,-98.604446,162,O S Wyatt,KZ,US60243,999,Other
27.349443,-98.736946,202,Jim Hogg Co,KZ,US22698,49,Civilian/Public
27.206943,-98.121109,34,Brooks Co,KZ,US22098,49,Civilian/Public
27.111389,-99.422501,109,Corralitos,KZ,US82068,999,Other
27.105833,-98.205834,45,Cage Ranch,KZ,US09530,999,Other
27.0725,-98.938614,180,Zachry Ranch,KZ,US87542,999,Other
27.023056,-103.377777,1051,Laguna Del Rey,MM,MX98032,999,Other
26.994778,-102.033386,746,Cuatro Cienegas New,MM,MX70959,999,Other
26.968889,-99.248886,128,Zapata Co,KZ,US63023,49,Civilian/Public
26.954445,-101.470276,565,Monclova Intl,MMMV,MX49258,999,Other
26.933889,-97.762497,8,Armstrong Ranch,KZ,US03142,999,Other
26.858334,-98.221947,55,El Coyote Ranch,KZ,US33183,999,Other
26.819721,-98.486389,96,San Rafael Ranch,KZ,US03384,999,Other
26.716944,-98.558609,128,Diamond O Ranch,KZ,US53769,999,Other
26.562778,-97.437775,3,Charles R Johnson,KZ,US36584,999,Other
26.521111,-99.148613,45,Falcon Dam,MM,MX30459,999,Other
26.478889,-97.687225,7,T R Funk Inc,KZ,US21368,999,Other
26.441944,-98.12944,24,Edinburg Intl,KZ,US48811,999,Other
26.424168,-98.846108,88,Starr Co,KZ,US75155,999,Other
26.383612,-98.33361,66,Moore Fld,KZ,US41816,999,Other
26.333973,-99.542442,206,Agualeguas,MM,MX99417,999,Other
26.308611,-97.954445,19,Cannon Aviation,KZ,US10495,999,Other
26.304361,-99.54847,206,Agualeguas Old,MM,MX37573,999,Other
26.259167,-98.271614,47,Gross Pvt,KZ,US03311,999,Other
26.228611,-97.654442,10,Valley Intl,KHRL,US31702,49,Civilian/Public
26.177778,-97.973053,21,Mid Valley,KZ,US63599,999,Other
26.175833,-98.238609,32,Mc Allen Miller Intl,KMFE,US88939,49,Civilian/Public
26.166111,-97.346107,5,Port Isabel Cameron Co,KZ,US30951,999,Other
26.083611,-97.950279,21,Progreso,KZ,US15940,999,Other
26.073055,-97.537499,9,Ag Air Inc,KZ,US63796,999,Other
