FEATURE2,NAME,POP_2010,LATITUDE,LONGITUDE
-999,Eustis,18558,28.8527675,-81.6853534
-999,Fruitland Park,4078,28.8613765,-81.9064705
-999,Groveland,8729,28.5580546,-81.8511889
-999,Clermont,28742,28.5494447,-81.7728543
-999,Minneola,9403,28.5744441,-81.7461873
-999,Mount Dora,12370,28.8024918,-81.644519
-999,Leesburg,20117,28.810823,-81.8778582
-999,Mascotte,5101,28.5783313,-81.8867452
-999,Astatula,1810,28.7097167,-81.7328542
-999,Umatilla,3456,28.9294316,-81.6656305
-999,Howey-in-the-Hills,1098,28.71685552,-81.77335301
-999,Lady Lake,13926,28.9174855,-81.9228604
-999,Montverde,1463,28.6002769,-81.673964
-999,Bay Lake,-999,28.4775015,-81.9059115
-999,Bassville Park,-999,28.8405452,-81.7686888
-999,Oakland Park,-999,28.8038804,-81.6772975
-999,Sunnyside,-999,28.7988793,-81.835357
-999,Astor Park,-999,29.1535911,-81.5720175
-999,Crows Bluff,-999,29.0077627,-81.389232
-999,Grand Island,-999,28.8824885,-81.7289657
-999,Hawthorne,-999,28.7613803,-81.8709132
County Seat,Tavares,13951,28.8041579,-81.725632
-999,Estero,22612,26.438136,-81.8067524
-999,Saint James City,3784,26.497579,-82.0784257
-999,Fort Myers Shores,5487,26.7092357,-81.7459159
-999,Gateway,8401,26.5775747,-81.750361
-999,Alva,2596,26.7156236,-81.6100797
-999,Bokeelia,1780,26.7056266,-82.1589815
-999,Buckingham,4036,26.6750704,-81.7320269
-999,Captiva,583,26.5220228,-82.1892614
-999,San Carlos Park,16824,26.4673016,-81.8014742
-999,Tice,4470,26.674793,-81.8150845
-999,Lehigh Acres,86784,26.6046008,-81.65278506
-999,Matlacha,677,26.6297958,-82.0709245
-999,North Fort Myers,39407,26.6672935,-81.8800862
-999,Pine Island Center,1854,26.6136856,-82.1181479
-999,Pineland,407,26.6606283,-82.1534262
-999,Punta Rassa,1750,26.4878569,-82.0123132
-999,Bonita Springs,43914,26.339806,-81.7786972
-999,Cape Coral,154305,26.5628537,-81.9495331
-999,Sanibel,6469,26.4489695,-82.0223137
-999,Fort Myers Beach,6277,26.4520248,-81.948145
-999,Bayshore,-999,26.7153469,-81.8234178
-999,Boca Grande,-999,26.7489586,-82.262039
-999,Coconut,-999,26.3995264,-81.8395315
County Seat,Fort Myers,62298,26.640628,-81.8723084
-999,Woodville,2978,30.3140907,-84.2473969
-999,Bradfordville,-999,30.5613099,-84.2176763
-999,Capitola,-999,30.4510351,-84.0879482
-999,Chaires,-999,30.4363129,-84.1173935
-999,Miccosukee,-999,30.5946435,-84.041281
-999,Norfleet,-999,30.4426992,-84.3918483
State Capital County Seat,Tallahassee,181376,30.4382559,-84.2807329
-999,East Bronson,1945,29.4592966,-82.5905367
-999,Williston Highlands,2275,29.3405248,-82.5414954
-999,Fanning Springs,764,29.5907915,-82.9292906
-999,Cedar Key,702,29.1385785,-83.0351212
-999,Chiefland,2245,29.4749621,-82.8598421
-999,Williston,2768,29.38747,-82.4467706
-999,Inglis,1325,29.0302514,-82.6687161
-999,Yankeetown,502,29.0299729,-82.7159396
-999,Otter Creek,134,29.3249653,-82.7717811
-999,Morriston,164,29.281638,-82.4378804
-999,Raleigh,373,29.4416359,-82.4662162
-999,Usher,-999,29.4074638,-82.816784
-999,Gulf Hammock,-999,29.2530218,-82.7309452
-999,Montbrook,-999,29.3271928,-82.4503813
-999,Ellzey,-999,29.3110762,-82.7934485
County Seat,Bronson,1113,29.4477445,-82.6423336
-999,Hosford,650,30.386585,-84.7979694
-999,Lake Mystic,500,30.3905446,-84.9857128
-999,Sumatra,148,30.0202022,-84.9790797
-999,Orange,-999,30.227698,-85.0249153
-999,Telogia,-999,30.3507524,-84.8190802
-999,Vilas,-999,30.2190876,-84.8857463
-999,Wilma,-999,30.1543663,-84.9643583
County Seat,Bristol,996,30.4321407,-84.9757496
-999,Lee,352,30.4196584,-83.3004216
-999,Greenville,843,30.4693739,-83.6301544
-999,Ellaville,-999,30.3813287,-83.1726391
-999,Pinetta,-999,30.5940965,-83.3523709
-999,Lovett,-999,30.6282582,-83.5732113
-999,Hanson,-999,30.5515977,-83.3670925
-999,Sirmans,-999,30.3507642,-83.6568201
County Seat,Madison,2843,30.4693772,-83.4129254
-999,Ellenton,4275,27.521705,-82.5275963
-999,Cortez,4241,27.4692058,-82.6862105
-999,Bayshore Gardens,16323,27.4253195,-82.5903757
-999,Samoset,3854,27.4694849,-82.5414856
-999,Whitfield,2882,27.4117092,-82.5659308
-999,Anna Maria,1503,27.5311474,-82.7334334
-999,Memphis,7848,27.5358708,-82.561208
-999,Bradenton Beach,1171,27.4669836,-82.7039886
-999,Palmetto,12606,27.5214269,-82.5723193
-999,Holmes Beach,3836,27.4953156,-82.7109329
-999,Longboat Key,6888,27.4125417,-82.6589881
-999,Rubonia,-999,27.5789245,-82.5525967
-999,Tallevast,-999,27.4017098,-82.5428749
-999,Duette,-999,27.5903135,-82.122866
-999,Myakka City,-999,27.3497671,-82.161478
-999,Parrish,-999,27.5875357,-82.4250941
-999,Piney Point,-999,27.6342,-82.5403742
-999,Parmalee,-999,27.3711553,-82.2181456
-999,Verna,-999,27.3872659,-82.2681466
County Seat,Bradenton,49546,27.4989278,-82.5748194
-999,Dunnellon,1733,29.0491426,-82.4609331
-999,Belleview,4492,29.0552578,-82.0623105
-999,McIntosh,452,29.44886,-82.2220424
-999,Reddick,506,29.3666393,-82.1973184
-999,Santos,-999,29.1091452,-82.0928676
-999,Sparr,-999,29.3385846,-82.1125927
-999,Summerfield,-999,29.0085924,-82.0348092
-999,Weirsdale,-999,28.9819277,-81.9242498
-999,Anthony,-999,29.2894189,-82.1117588
-999,Citra,-999,29.4119166,-82.1098156
-999,Dallas,-999,28.9710936,-82.0409201
-999,Kendrick,-999,29.2535858,-82.1678718
-999,Lowell,-999,29.3305289,-82.1914845
-999,Martel,-999,29.1866423,-82.246485
-999,Orange Lake,-999,29.4235826,-82.2167642
-999,Romeo,-999,29.2063616,-82.4362127
-999,Shady,-999,29.0955337,-82.1689812
-999,Candler,-999,29.0713692,-81.9681409
-999,East Lake Weir,-999,29.02,-81.90833
-999,Eureka,-999,29.3721952,-81.9045306
-999,Lynne,-999,29.1924772,-81.9173071
-999,Salt Springs,-999,29.3510842,-81.7350812
County Seat,Ocala,56315,29.1871986,-82.1400923
-999,Hobe Sound,11521,27.059498,-80.1364323
-999,Indiantown,6083,27.0272756,-80.4856083
-999,Jensen Beach,11707,27.2544906,-80.2297697
-999,North River Shores,3079,27.2175472,-80.2697706
-999,Palm City,23120,27.1678268,-80.2661591
-999,Port Salerno,10091,27.1442168,-80.2006014
-999,Rio,965,27.2194917,-80.2392142
-999,Jupiter Island,817,27.0314437,-80.1014312
-999,Ocean Breeze Park,355,27.2358802,-80.2206026
-999,Sewall's Point,1996,27.1994926,-80.2022684
-999,Port Mayaca,-999,26.9864436,-80.6061667
-999,Gomez,-999,27.0847748,-80.143377
-999,Port Sewall,-999,27.1861598,-80.1894901
County Seat,Stuart,15593,27.197548,-80.2528257
-999,Glenvar Heights,16898,25.7076018,-80.3256076
-999,Goulds,10103,25.5626072,-80.3822765
-999,South Miami Heights,35696,25.597606,-80.3806096
-999,Westchester,29862,25.7548224,-80.3272741
-999,Westwood Lakes,11838,25.7237481,-80.3716518
-999,Aventura,35762,25.9564812,-80.1392121
-999,Kendall,75371,25.6792695,-80.3172743
-999,Leisure City,22655,25.4953878,-80.4292223
-999,Naranja,8303,25.5181647,-80.4228333
-999,Olympia Heights,13488,25.726768,-80.3553306
-999,Princeton,22038,25.5384417,-80.408944
-999,Richmond Heights,8541,25.6314936,-80.3689426
-999,Florida City,11245,25.4478898,-80.4792237
-999,Coral Gables,46780,25.72149,-80.2683838
-999,Doral,45704,25.8195424,-80.3553302
-999,Miami Beach,87779,25.790654,-80.1300455
-999,Miami Gardens,107167,25.9420377,-80.2456045
-999,Miami Springs,13809,25.8223198,-80.289495
-999,North Bay Village,7137,25.8462075,-80.1539351
-999,North Miami,58786,25.8900949,-80.1867138
-999,North Miami Beach,41523,25.9331488,-80.1625463
-999,Opa-locka,15219,25.9023168,-80.2503271
-999,Hialeah,224669,25.8575963,-80.2781057
-999,Hialeah Gardens,21744,25.8650961,-80.3244958
-999,Homestead,60512,25.4687224,-80.4775569
-999,Bay Harbor Islands,5628,25.8875948,-80.1311564
-999,South Miami,11657,25.7076017,-80.2933846
-999,Sunny Isles Beach,20832,25.9506481,-80.1228227
-999,Sweetwater,13499,25.7634334,-80.3731086
-999,West Miami,5965,25.7634331,-80.2961621
-999,Medley,838,25.8406526,-80.3264404
-999,Miami Lakes,29361,25.9087056,-80.3086619
-999,Cutler Bay,40286,25.5783,-80.3377
-999,Golden Beach,919,25.9650919,-80.1222671
-999,Surfside,5744,25.8784285,-80.1256007
-999,Bal Harbour,2513,25.8917613,-80.1269896
-999,Biscayne Park,3055,25.8825951,-80.1806025
-999,El Portal,2325,25.8553739,-80.193103
-999,Key Biscayne,12344,25.693713,-80.1628248
-999,Miami Shores,10493,25.8631515,-80.1928253
-999,Palmetto Bay,23410,25.6217715,-80.3247748
-999,Pinecrest,18223,25.6670476,-80.3081074
-999,Virginia Gardens,2375,25.8103758,-80.3022732
-999,Indian Creek Village,86,25.8781508,-80.1361566
-999,Perrine,-999,25.6051055,-80.3536645
-999,Pennsuco,-999,25.8950952,-80.3781082
-999,Ludlam,-999,25.7337119,-80.3014402
-999,Bunche Park,-999,25.9206495,-80.2369932
County Seat,Miami,399457,25.7742658,-80.1936589
-999,Duck Key,621,24.7709723,-80.9120139
-999,Big Pine Key,4252,24.6698652,-81.353969
-999,Tavernier,2136,25.0115186,-80.5150608
-999,Key Largo,10433,25.0865151,-80.4472802
-999,Key Colony Beach,797,24.7209744,-81.0186827
-999,Layton,184,24.8240255,-80.8136783
-999,Marathon,8297,24.7137524,-81.0903512
-999,Flamingo,-999,25.1417914,-80.9253491
-999,Islamorada,6119,24.9242995,-80.6278404
-999,Marathon Shores,-999,24.7256965,-81.0484058
-999,Summerland Key,-999,24.6656987,-81.4423048
-999,Plantation Key,-999,24.98284451,-80.5487754
County Seat,Key West,24649,24.5557025,-81.7825914
-999,Yulee,11491,30.6319034,-81.6064866
-999,Callahan,1123,30.5621807,-81.8306621
-999,Hilliard,3086,30.691068,-81.9173334
-999,Amelia City,-999,30.5902381,-81.4573127
-999,Bryceville,-999,30.3846821,-81.9387195
-999,Italia,-999,30.616625,-81.7170472
-999,American Beach,-999,30.5749605,-81.4439788
-999,Becker,-999,30.6713471,-81.6412111
-999,Boulogne,-999,30.7716226,-81.9759471
-999,Ratliff,-999,30.5077371,-81.8001047
County Seat,Fernandina Beach,11487,30.6696818,-81.4625919
-999,Wright,23127,30.4557539,-86.6382869
-999,Ocean City,5550,30.4410321,-86.6135641
-999,Fort Walton Beach,19507,30.4057552,-86.618842
-999,Destin,12305,30.3935337,-86.4957834
-999,Niceville,12749,30.5168639,-86.482172
-999,Laurel Hill,537,30.965737,-86.4596718
-999,Mary Esther,3851,30.4099215,-86.6630098
-999,Valparaiso,5036,30.5085309,-86.5027282
-999,Cinco Bayou,383,30.4221437,-86.6093973
-999,Shalimar,717,30.4457544,-86.5791189
-999,Cannon Town,-999,30.8549077,-86.6741217
-999,Baker,-999,30.7971318,-86.681344
-999,Holt,-999,30.7157457,-86.7457897
-999,Milligan,-999,30.7524109,-86.6407876
-999,Auburn,-999,30.8201862,-86.5377298
-999,Blackman,-999,30.9246275,-86.6366208
-999,Campton,-999,30.8735177,-86.5182847
-999,Good Hope,-999,30.9690706,-86.6313429
County Seat,Crestview,20978,30.7621326,-86.5705084
-999,Cypress Quarters,1215,27.2519902,-80.8139491
-999,Basinger,-999,27.4003186,-81.0164538
-999,Fort Drum,-999,27.5267045,-80.8067268
County Seat,Okeechobee,5621,27.2439349,-80.8297828
-999,Doctor Phillips,10981,28.4494501,-81.4922946
-999,Fairview Shores,10239,28.5911114,-81.3942365
-999,Conway,13467,28.5027809,-81.3306246
-999,Goldenrod,12039,28.6102772,-81.2886784
-999,Gotha,1915,28.5277804,-81.5231283
-999,Azalea Park,12556,28.5411128,-81.3006237
-999,Bithlo,8268,28.5547225,-81.106452
-999,Christmas,1146,28.5363893,-81.0175609
-999,Sky Lake,6153,28.4572272,-81.3914593
-999,Taft,2205,28.4297282,-81.36507
-999,Tangelo Park,2231,28.4558386,-81.4459048
-999,Tangerine,2865,28.7649933,-81.6306298
-999,Tildenville,511,28.5597232,-81.6084073
-999,Union Park,9765,28.5680564,-81.2861788
-999,Wedgefield,6705,28.4877802,-81.0772851
-999,Zellwood,2817,28.7311059,-81.6011849
-999,Apopka,41542,28.6805529,-81.5095165
-999,Lake Hart,542,28.3927849,-81.2406232
-999,Lockhart,13060,28.6194439,-81.4425708
-999,Orlovista,6123,28.5383357,-81.4603494
-999,Pine Castle,10805,28.4719489,-81.3678477
-999,Pine Hills,60076,28.5577794,-81.4534046
-999,Edgewood,2503,28.486115,-81.3722922
-999,Bay Lake,47,28.3886186,-81.5659069
-999,Belle Isle,5988,28.4583383,-81.3592364
-999,Oakland,2538,28.555001,-81.6331299
-999,Ocoee,35579,28.5691677,-81.5439619
-999,Lake Buena Vista,10,28.3936186,-81.5386842
-999,Maitland,15751,28.6277767,-81.3631244
-999,Winter Garden,34568,28.5652787,-81.5861847
-999,Winter Park,27852,28.5999998,-81.3392352
-999,Eatonville,2159,28.6147216,-81.3806249
-999,Windermere,2462,28.4955593,-81.5347952
-999,Clarcona,2990,28.6127776,-81.4986832
-999,Lake Mary Jane,1575,28.3690327,-81.160052
-999,Plymouth,-999,28.6922188,-81.547295
County Seat,Orlando,238300,28.5383355,-81.3792365
-999,Campbell,2479,28.2589014,-81.4564608
-999,Celebration,7427,28.3252878,-81.5331286
-999,Yeehaw Junction,240,27.7003087,-80.9042284
-999,Saint Cloud,35183,28.2489016,-81.2811801
-999,Deer Park,-999,28.0914059,-80.8978379
-999,Holopaw,-999,28.1358492,-81.0761754
-999,Intercession City,-999,28.2625124,-81.5078505
-999,Kenansville,-999,27.8764138,-80.9878408
-999,Narcoossee,-999,28.2983441,-81.2389569
County Seat,Kissimmee,59682,28.2919557,-81.407571
-999,Canal Point,367,26.8592258,-80.6336676
-999,Atlantis,2005,26.5909025,-80.1008762
-999,Lake Harbor,45,26.693122,-80.8145058
-999,Greenacres,37573,26.6274784,-80.1373113
-999,Belle Glade,17467,26.6845104,-80.6675577
-999,Boca Raton,84392,26.3586885,-80.0830984
-999,Boynton Beach,68217,26.5253491,-80.0664309
-999,Delray Beach,60522,26.4614625,-80.0728201
-999,Pahokee,5649,26.8200607,-80.6653351
-999,Palm Beach Gardens,48452,26.8233946,-80.1386547
-999,Riviera Beach,32488,26.7753405,-80.0580969
-999,Lake Worth,34910,26.6159015,-80.056986
-999,Briny Breezes,601,26.5084053,-80.0508748
-999,South Bay,4876,26.6639559,-80.7161701
-999,Haverhill,1873,26.6911767,-80.1200433
-999,Highland Beach,3539,26.3995204,-80.0655977
-999,Hypoluxo,2588,26.5664588,-80.0533748
-999,Juno Beach,3176,26.8797819,-80.0533743
-999,Jupiter,55156,26.9342246,-80.0942087
-999,Jupiter Inlet Colony,400,26.9480985,-80.075489
-999,Lake Clarke Shores,3376,26.6453449,-80.0758754
-999,Lake Park,8155,26.8003398,-80.0664305
-999,Lantana,10423,26.5867358,-80.0519859
-999,Loxahatchee Groves,3180,26.6836769,-80.27977
-999,Manalapan,406,26.5692364,-80.0447635
-999,Mangonia Park,1888,26.760341,-80.0736529
-999,Cloud Lake,135,26.6761772,-80.0739309
-999,Glen Ridge,219,26.6695108,-80.0742086
-999,Gulf Stream,786,26.4936835,-80.0550417
-999,Ocean Ridge,1786,26.5270157,-80.0483747
-999,Palm Beach,8348,26.7056206,-80.0364297
-999,Palm Beach Shores,1142,26.7781183,-80.0355962
-999,South Palm Beach,1171,26.588958,-80.0386522
-999,Golf,252,26.4986834,-80.1086543
-999,North Palm Beach,12015,26.8175615,-80.0819864
-999,Palm Springs,18928,26.6359009,-80.0961538
-999,Royal Palm Beach,34140,26.7083984,-80.2306019
-999,Tequesta,5629,26.9681123,-80.1286542
-999,Wellington,56508,26.6586779,-80.2414357
-999,Westgate,7975,26.6994068,-80.098805
-999,The Acreage,38704,26.794042,-80.267487
-999,Okeelanta,-999,26.6097914,-80.7114479
County Seat,West Palm Beach,99919,26.7153425,-80.0533746
-999,Elfers,13986,28.2166778,-82.7223228
-999,Crystal Springs,1327,28.1814008,-82.1575843
-999,Holiday,22403,28.18779,-82.7395454
-999,Hudson,12158,28.3644485,-82.6934343
-999,Jasmine Estates,18989,28.2930632,-82.6901003
-999,Bayonet Point,23467,28.3266726,-82.6834337
-999,Wesley Chapel,44092,28.2397301,-82.3278658
-999,Lacoochee,1714,28.4658322,-82.1720291
-999,Land O' Lakes,31996,28.2188992,-82.4575938
-999,Odessa,7267,28.1939007,-82.5917642
-999,New Port Richey,14911,28.2441768,-82.7192671
-999,Port Richey,2671,28.2716755,-82.7195451
-999,Zephyrhills,13288,28.2336196,-82.1811947
-999,San Antonio,1138,28.3361142,-82.2745308
-999,Saint Leo,1340,28.3372251,-82.2584191
-999,Aripeka,308,28.4322226,-82.6642675
-999,Connerton,2116,28.302415,-82.4624465
-999,Pasadena Hills,7570,28.2879115,-82.2376489
-999,Trilby,419,28.4624986,-82.1948076
-999,Drexel,-999,28.2427871,-82.459816
-999,Blanton,-999,28.4116667,-82.2464752
-999,Lumberton,-999,28.2661188,-82.1364716
-999,Pasco,-999,28.3247263,-82.3370334
County Seat,Dade City,6437,28.3647248,-82.1959178
-999,Harbor Bluffs,2860,27.9094662,-82.8276034
-999,Bay Pines,2931,27.8141921,-82.7781574
-999,Tierra Verde,3721,27.6919746,-82.7234337
-999,Palm Harbor,57439,28.0780718,-82.7637127
-999,Dunedin,35321,28.0197404,-82.7717684
-999,Gulfport,12029,27.7483613,-82.7034334
-999,Belleair Beach,1560,27.9230767,-82.8431594
-999,Belleair Bluffs,2031,27.9214103,-82.8170475
-999,Oldsmar,13591,28.0341847,-82.6650992
-999,Pinellas Park,49079,27.8428025,-82.6995444
-999,Indian Rocks Beach,4113,27.8753005,-82.8512152
-999,Largo,77648,27.9094665,-82.7873244
-999,Madeira Beach,4263,27.7980814,-82.7973247
-999,Belleair,3869,27.9358543,-82.8062139
-999,Belleair Shore,109,27.9157534,-82.84556485
-999,Safety Harbor,16884,27.9908529,-82.6931553
-999,Saint Pete Beach,9346,27.7253065,-82.741212
-999,Saint Petersburg,244769,27.7708606,-82.6792661
-999,Seminole,17233,27.8397466,-82.7912134
-999,South Pasadena,4964,27.7550276,-82.7376009
-999,Tarpon Springs,23484,28.1461248,-82.756768
-999,Treasure Island,6705,27.7691937,-82.7689906
-999,Indian Shores,1420,27.862801,-82.8484373
-999,Kenneth City,4980,27.8155812,-82.7201004
-999,North Redington Beach,1417,27.8161361,-82.8206587
-999,Redington Beach,1427,27.8086364,-82.811214
-999,Redington Shores,2121,27.8261357,-82.8289923
-999,Lealman,19879,27.8211366,-82.6792661
-999,Crystal Beach,-999,28.0914044,-82.7798243
-999,Baskin,-999,27.8969669,-82.7951024
-999,Curlew,-999,28.0530728,-82.7428788
-999,Highpoint,5195,27.9169666,-82.7128781
County Seat,Clearwater,107685,27.9658533,-82.8001026
-999,Highland City,10834,27.9653015,-81.8778596
-999,Inwood,6403,28.0369654,-81.7650794
-999,Babson Park,1356,27.8319708,-81.5222975
-999,Wahneta,5091,27.9528015,-81.7270239
-999,Waverly,767,27.9789109,-81.6139657
-999,Auburndale,13507,28.0652975,-81.7886906
-999,Kathleen,6332,28.1208502,-82.023138
-999,Loughman,2680,28.2419575,-81.5667404
-999,Medulla,8892,27.9678016,-81.9734164
-999,Poinciana,53193,28.1402939,-81.4584058
-999,Eagle Lake,2255,27.9783565,-81.7564688
-999,Fort Meade,5626,27.7522526,-81.8017491
-999,Frostproof,2992,27.7458626,-81.5306313
-999,Haines City,20535,28.1141841,-81.6178536
-999,Davenport,2888,28.1614046,-81.6017417
-999,Mulberry,3817,27.8953038,-81.9734172
-999,Lake Alfred,5015,28.091963,-81.7234114
-999,Lake Wales,14225,27.9014133,-81.5859099
-999,Lakeland,97422,28.0394654,-81.9498042
-999,Winter Haven,33874,28.0222435,-81.7328568
-999,Hillcrest Heights,254,27.8211378,-81.530631
-999,Lake Hamilton,1231,28.0444644,-81.6278544
-999,Dundee,3717,28.0225206,-81.6192432
-999,Polk City,1562,28.1825147,-81.8239676
-999,Highland Park,230,27.8650254,-81.5617427
-999,Alturas,4185,27.871693,-81.7150798
-999,Bradley Junction,686,27.7953069,-81.9803629
-999,Brewster,3,27.7528082,-81.9795299
-999,Fuller Heights,8758,27.9091923,-81.9981396
-999,Homeland,366,27.8178061,-81.8245267
-999,Providence,-999,28.1539044,-81.9734145
-999,West Lake Wales,-999,27.890303,-81.646467
-999,Bereah,-999,27.6611435,-81.6256338
-999,Alcoma,-999,27.8950239,-81.4822964
-999,Eaton Park,-999,28.0086334,-81.9075818
-999,Eva,-999,28.3263975,-81.8334111
-999,Pembroke,-999,27.7864182,-81.8050823
-999,Gibsonia,-999,28.1147396,-81.9736927
-999,Winston,-999,28.0316879,-82.0148055
-999,West Frostproof,-999,27.733641,-81.5831327
County Seat,Bartow,17298,27.8964147,-81.8431374
-999,East Palatka,1654,29.6583026,-81.5984139
-999,Crescent City,1577,29.4302514,-81.5106288
-999,Interlachen,1403,29.6238574,-81.8903684
-999,Welaka,701,29.4791378,-81.6714687
-999,Pomona Park,912,29.5002492,-81.5914659
-999,Satsuma,-999,29.5549701,-81.6559138
-999,Putnam Hall,-999,29.7366333,-81.9592635
-999,Bostwick,-999,29.774134,-81.637029
-999,Florahome,-999,29.7327446,-81.8834269
-999,Lundy,-999,29.6183027,-81.6475816
-999,Georgetown,-999,29.3913622,-81.6386889
County Seat,Palatka,10558,29.6485801,-81.6375819
-999,Crescent Beach,931,29.76886,-81.2536786
-999,Fruit Cove,29362,30.1110746,-81.641758
-999,Palm Valley,20019,30.1774649,-81.3875817
-999,Saint Augustine Shores,7359,29.8108033,-81.3103487
-999,Saint Augustine Beach,6176,29.8505254,-81.2653473
-999,Hastings,580,29.7180248,-81.5081338
-999,Armstrong,-999,29.7621914,-81.4478542
-999,Durbin,-999,30.0874654,-81.4611941
-999,Hilden,-999,30.0657991,-81.4400816
-999,Ponte Vedra Beach,-999,30.2396865,-81.3856384
-999,South Ponte Vedra Beach,-999,30.0224671,-81.3236866
-999,Summer Haven,-999,29.6991388,-81.2233987
-999,Vermont Heights,-999,29.8102469,-81.3970193
-999,Vilano Beach,2678,29.9188576,-81.2928499
County Seat,Saint Augustine,12975,29.894691,-81.314517
-999,Hutchinson Island South,5201,27.3264788,-80.2111923
-999,White City,3719,27.3739304,-80.3339391
-999,Lakewood Park,11323,27.5430911,-80.4022741
-999,Port Saint Lucie,164603,27.2939333,-80.3503283
-999,Ankona,-999,27.3405984,-80.2750488
-999,Indrio,-999,27.5205919,-80.3528285
-999,Saint Lucie,590,27.4894819,-80.3397727
-999,Viking,-999,27.5417023,-80.3619953
-999,Walton,-999,27.3000443,-80.2561594
County Seat,Fort Pierce,41590,27.4467056,-80.3256056
-999,Bagdad,3761,30.5988048,-87.0310767
-999,Pace,20039,30.5993603,-87.1610808
-999,Gulf Breeze,5763,30.3571438,-87.1638574
-999,Jay,533,30.9529611,-87.151359
-999,Allentown,894,30.7626889,-87.0421883
-999,Berrydale,441,30.8993514,-87.0138543
-999,Brownsdale,471,30.8824078,-87.225528
-999,Chumuckla,850,30.7765777,-87.2371948
-999,East Milton,11074,30.6151932,-87.0216321
-999,Harold,823,30.6590808,-86.8802385
-999,Mount Carmel,227,30.9810157,-87.1185801
-999,Munson,372,30.8576858,-86.8730163
-999,Navarre Beach,638,30.37828448,-86.8871576
-999,Pine Level,227,30.8887001,-87.1686811
-999,Point Baker,2991,30.690191,-87.0535775
-999,Roeville,608,30.6768581,-86.9935756
-999,Cobbtown,67,30.8829632,-87.1196911
-999,Fidelis,156,30.9362947,-87.0241325
-999,Floridatown,244,30.5813052,-87.1546917
-999,Wallace,1785,30.6774137,-87.1799705
-999,Woodlawn Beach,1785,30.3882547,-86.9907971
-999,Avalon Beach,679,30.5365728,-87.1008339
-999,Dickerson City,146,30.4826197,-87.0650336
-999,Garcon Point,347,30.4758473,-87.0899994
-999,Holley,1630,30.4468646,-86.9069058
-999,Mulat,259,30.5513061,-87.1233018
-999,Navarre,31378,30.4015879,-86.863571
-999,Oriole Beach,1420,30.3738103,-87.0913555
County Seat,Milton,8826,30.6324149,-87.0396881
-999,Englewood,14863,26.9620053,-82.3525952
-999,Fruitville,13224,27.3297684,-82.4575956
-999,South Venice,13949,27.0531128,-82.4242628
-999,Vamo,4727,27.2219951,-82.4978748
-999,Venice Gardens,7104,27.0731119,-82.4075957
-999,Warm Mineral Springs,5061,27.0597789,-82.2600925
-999,Laurel,8171,27.1303319,-82.453152
-999,Nokomis,3167,27.1192213,-82.4442629
-999,Osprey,6100,27.1961627,-82.4903748
-999,North Port,57357,27.044224,-82.2359254
-999,Venice,20748,27.0997775,-82.4542633
County Seat,Sarasota,51917,27.3364347,-82.5306527
-999,Fern Park,7704,28.6491649,-81.3511796
-999,Geneva,2940,28.7397163,-81.1150616
-999,Heathrow,5896,28.763333,-81.372245
-999,Chuluota,2483,28.6419419,-81.123396
-999,Altamonte Springs,41496,28.6611089,-81.3656243
-999,Midway,1705,28.7902708,-81.2308972
-999,Casselberry,26241,28.677775,-81.3278455
-999,Oviedo,33342,28.669997,-81.2081203
-999,Lake Mary,13822,28.7588833,-81.3178446
-999,Longwood,13657,28.7030519,-81.3384011
-999,Winter Springs,33282,28.6988853,-81.3081226
-999,Lake Monroe,-999,28.8247141,-81.3270103
County Seat,Sanford,53570,28.8005484,-81.2731203
-999,The Villages,51442,28.934084,-81.959943
-999,Lake Panasoffkee,3551,28.75309519,-82.10637959
-999,Center Hill,988,28.6499942,-81.9925814
-999,Coleman,703,28.7997103,-82.0700856
-999,Webster,785,28.6099949,-82.0550827
-999,Wildwood,6709,28.865264,-82.0389743
-999,Saint Catherine,-999,28.6102718,-82.1381407
-999,Sumterville,-999,28.7449901,-82.063418
-999,Oxford,-999,28.927484,-82.0373084
County Seat,Bushnell,2418,28.6649924,-82.1128629
-999,Branford,712,29.9591183,-82.9281833
-999,Wellborn,-999,30.2310609,-82.8195716
-999,Falmouth,-999,30.3629967,-83.1312484
-999,Dowling Park,-999,30.2435538,-83.2362505
-999,McAlpin,-999,30.1391155,-82.9517959
-999,O'Brien,-999,30.0382835,-82.9401286
-999,Luraville,-999,30.122445,-83.1693026
-999,Suwannee,-999,30.3891098,-82.9565212
-999,Houston,-999,30.2568926,-82.9026289
-999,Newburn,-999,30.2724437,-83.1406917
County Seat,Live Oak,6850,30.2949457,-82.98402
-999,Steinhatchee,1047,29.6710597,-83.387638
-999,Shady Grove,-999,30.2879876,-83.6318182
-999,Boyd,-999,30.1891005,-83.6065385
-999,Dekle Beach,-999,29.8491073,-83.6193132
-999,Eridu,-999,30.3018747,-83.7471001
-999,Foley,-999,30.0693809,-83.5307016
-999,Hampton Springs,-999,30.0854902,-83.6548724
-999,Salem,-999,29.8868872,-83.4129186
-999,Athena,-999,29.9879937,-83.4943108
-999,Pinland,-999,30.0179926,-83.5279233
-999,Tennille,-999,29.778002,-83.3259707
County Seat,Perry,7017,30.1174351,-83.5818147
-999,Worthington Springs,181,29.9294072,-82.4234469
-999,Raiford,255,30.0638497,-82.2364997
-999,Dukes,-999,29.9663511,-82.4073362
County Seat,Lake Butler,1897,30.0227391,-82.3395574
